Feature,Importance,Variance
Magmap2019-grid-tmi_1vd-AWAGS_MAG_2019_correlation,0.00157,2.8964753428625125e-05
Radmap2019-grid-dose_terr-AWAGS_RAD_2019_dissimilarity,0.0014,1.0475592880694304e-05
Magmap2019-grid-tmi_1vd-AWAGS_MAG_2019_mean,0.00136,4.134523560133002e-06
Radmap2019-grid-thk_ratio-AWAGS_RAD_2019_dissimilarity,0.00134,5.575169725293961e-06
Silica_Index_dissimilarity,0.00123,2.7498137005577945e-06
MetamorphicFacies_Tabberabberan_Subgreenschist facies,0.00115,0.00012047330352502885
Radmap2019-grid-thk_ratio-AWAGS_RAD_2019_correlation,0.00112,0.00010398814891232299
MetamorphicFacies_Benambran_Upper Greenschist,0.00109,4.465390413422616e-05
Quartz_Index_dissimilarity,0.00103,6.540869768365661e-06
Ferric_Oxide_Content_correlation,0.00098,0.00016027883496868921
Radmap2019-grid-uth_ratio-AWAGS_RAD_2019_dissimilarity,0.00089,0.0003359641502542685
Green_Vegetation_correlation,0.00088,1.7838675126574828e-05
Ferrous_Iron_Index_correlation,0.00076,0.0
Radmap2019-grid-u2th_ratio-AWAGS_RAD_2019_dissimilarity,0.00074,0.0
Gravmap2019-grid-grv_cscba_1vd-IncludesAirborne_dissimilarity,0.00069,0.0
Radmap2019-grid-u_conc-AWAGS_RAD_2019_dissimilarity,0.00065,0.0
MetamorphicFacies_Benambran_Greenschist facies,0.00032,0.0
MetamorphicFacies_HunterBowen_Greenschist facies,0.00027,0.0
Intrusions_Tabberabberan_Canonbar Igneous Complex,0.00012,9.966638766928354e-18
MetamorphicFacies_HunterBowen_Null,0.00011,0.0
MetamorphicFacies_HunterBowen_Subgreenschist facies,0.0001,2.115733793532534e-11
MetamorphicFacies_Tabberabberan_Null,0.0001,0.0
MetamorphicFacies_Esk_Subgreenschist facies,9e-05,0.0
Intrusions_Tabberabberan_Null,8e-05,0.0
MetamorphicFacies_Benambran_Null,7e-05,0.0
MetamorphicFacies_Esk_Null,7e-05,0.0
Intrusions_Tabberabberan_Young Granodiorite,3e-05,6.758199416249894e-07
MetamorphicFacies_Tabberabberan_Upper Greenschist,1e-05,0.0
Intrusions_Tabberabberan_Barrona Granite,0.0,0.0
Intrusions_Tabberabberan_Belowra Granodiorite - mafic poor,0.0,0.0
Intrusions_Tabberabberan_Bemboka Granodiorite,0.0,0.0
Intrusions_Tabberabberan_Berrigan Granite,0.0,0.0
Intrusions_Tabberabberan_Bigga Granite,0.0,0.0
Intrusions_Tabberabberan_Blanket Flat Granite,0.0,0.0
Intrusions_Tabberabberan_Booroorban granite,0.0,0.0
Intrusions_Tabberabberan_Braidwood Granodiorite - equigranular phase,0.0,0.0
Intrusions_Tabberabberan_Braidwood Granodiorite - hornblende–phyric phase,0.0,0.0
Intrusions_Tabberabberan_Brewarrina Granite,0.0,7.577324538425864e-19
Intrusions_Tabberabberan_Bullenbung Granite,0.0,0.0
Intrusions_Tabberabberan_Bundaburrah Granodiorite,0.0,0.0
Intrusions_Tabberabberan_Bundong Granite,0.0,0.0
Intrusions_Tabberabberan_Candelo Tonalite,0.0,1.0791014190264935e-16
Intrusions_Tabberabberan_Carcoar Granodiorite,0.0,0.0
Intrusions_Tabberabberan_Carne Dacite Member,0.0,0.0
Intrusions_Tabberabberan_Clear Hills Monzodiorite,0.0,0.0
Intrusions_Tabberabberan_Clear Range Granodiorite,0.0,0.0
Intrusions_Tabberabberan_Collingullie Granite,0.0,0.0
Intrusions_Tabberabberan_Coolamine Igneous Complex,0.0,0.0
Intrusions_Tabberabberan_Coolangubra Monzogranite,0.0,0.0
Intrusions_Tabberabberan_Cootralantra Granodiorite,0.0,0.0
Intrusions_Tabberabberan_Corryong Granite,0.0,0.0
Intrusions_Tabberabberan_Cuga Burga Volcanics,0.0,1.52037752067573e-11
Intrusions_Tabberabberan_Derriwong Group,0.0,0.0
Intrusions_Tabberabberan_Derriwong Group - volcanics,0.0,0.0
Intrusions_Tabberabberan_Ellenden Granite,0.0,0.0
Intrusions_Tabberabberan_Erimeran Granite,0.0,0.0
Intrusions_Tabberabberan_Eurolie granite,0.0,0.0
Intrusions_Tabberabberan_Finister Granodiorite,0.0,0.0
Intrusions_Tabberabberan_Forest Lodge Quartz Monzodiorite,0.0,1.1212672976782922e-11
Intrusions_Tabberabberan_Ganmain Granite,0.0,0.0
Intrusions_Tabberabberan_Garland Granodiorite,0.0,5.305697864140771e-11
Intrusions_Tabberabberan_Glenbog Granodiorite,0.0,0.0
Intrusions_Tabberabberan_Green Hills Granodiorite,0.0,0.0
Intrusions_Tabberabberan_Grenfell Granite,0.0,0.0
Intrusions_Tabberabberan_Gunning Granite,0.0,0.0
Intrusions_Tabberabberan_Half Moon Peak Monzogranite,0.0,0.0
Intrusions_Tabberabberan_Hungerford Granite,0.0,1.1392535646632264e-11
Intrusions_Tabberabberan_Hyandra Creek Group - volcanics,0.0,0.0
Intrusions_Tabberabberan_Ingebyrah Granodiorite,0.0,0.0
Intrusions_Tabberabberan_Jeremadra Granodiorite,0.0,2.6525691352793808e-08
Intrusions_Tabberabberan_Jinden Monzogranite,0.0,0.0
Intrusions_Tabberabberan_Jindera Granite,0.0,0.0
Intrusions_Tabberabberan_Kalkite Monzogranite,0.0,0.0
Intrusions_Tabberabberan_Karpa Kora Igneous Complex,0.0,0.0
Intrusions_Tabberabberan_Koetong Granite,0.0,0.0
Intrusions_Tabberabberan_Leeton Igneous Complex,0.0,0.0
Intrusions_Tabberabberan_Micaligo Monzogranite,0.0,0.0
Intrusions_Tabberabberan_Micalong Swamp Basic Igneous Complex - gabbro,0.0,6.759583146168035e-17
Intrusions_Tabberabberan_Milandra Granite,0.0,0.0
Intrusions_Tabberabberan_Moombooldool Granite,0.0,3.13035556268628e-10
Intrusions_Tabberabberan_Mowambah Granodiorite,0.0,9.702502243497425e-12
Intrusions_Tabberabberan_Mullungudgery Granite,0.0,0.0
Intrusions_Tabberabberan_Murrumbucka Tonalite,0.0,0.0
Intrusions_Tabberabberan_Myocum Monzogranite,0.0,0.0
Intrusions_Tabberabberan_Padua Granodiorite,0.0,0.0
Intrusions_Tabberabberan_Prison Farm Granodiorite,0.0,2.141429803035496e-11
Intrusions_Tabberabberan_Roseburg Granite,0.0,0.0
Intrusions_Tabberabberan_Shannons Flat Granodiorite,0.0,0.0
Intrusions_Tabberabberan_Streamville Granodiorite,0.0,0.0
Intrusions_Tabberabberan_Tarcoon Suite,0.0,1.4074236360723746e-11
Intrusions_Tabberabberan_Thologolong Granite,0.0,0.0
Intrusions_Tabberabberan_Tibooburra Suite,0.0,3.5637016429674745e-11
Intrusions_Tabberabberan_Tumboramboro Granite,0.0,0.0
Intrusions_Tabberabberan_Unassigned Devonian intrusions,0.0,0.0
Intrusions_Tabberabberan_Unassigned Devonian intrusions - S-type granites,0.0,0.0
Intrusions_Tabberabberan_Unassigned Devonian intrusions - perricoota Pluton,0.0,0.0
Intrusions_Tabberabberan_Unassigned Devonian intrusions - pitarpunga pluton,0.0,8.79998682164682e-18
Intrusions_Tabberabberan_Unassigned Devonian intrusions - social Bend pluton,0.0,0.0
Intrusions_Tabberabberan_Unassigned Silurian intrusions,0.0,7.024015155632593e-10
Intrusions_Tabberabberan_Ungarie Granite,0.0,0.0
Intrusions_Tabberabberan_Ural Volcanics,0.0,3.3671707940311913e-07
Intrusions_Tabberabberan_Utah Lake Suite,0.0,9.3774759126565e-09
Intrusions_Tabberabberan_Wallagaraugh Monzogranite,0.0,2.8824235924025603e-05
Intrusions_Tabberabberan_Wantabadgery Granite,0.0,2.7640593915419955e-07
Intrusions_Tabberabberan_Welumba Monzogranite,0.0,6.340868612533177e-09
Intrusions_Tabberabberan_Wilkurra Granite,0.0,7.2573700386264524e-09
Intrusions_Tabberabberan_Windouran Swamp Granodiorite,0.0,0.0
Intrusions_Tabberabberan_Wyangala Granite,0.0,3.8590344992508984e-08
Intrusions_Tabberabberan_Yalgogrin Granite,0.0,4.409256402172654e-08
Intrusions_Tabberabberan_Yaouk Leucogranite,0.0,3.287399224848388e-08
Intrusions_Tabberabberan_Yarranjerry Granite,0.0,0.0
Intrusions_Tabberabberan_Yennora Granite,0.0,1.3792964986350585e-05
Intrusions_Tabberabberan_Yurammie Granodiorite,0.0,2.5516430773492316e-08
MetamorphicFacies_HunterBowen_Amphibolite facies,0.0,1.905557002067946e-06
MetamorphicFacies_Tabberabberan_Amphibolite facies,0.0,1.6262524497909593e-09
