AlOH_Group_Content_correlation,Gravmap2016-grid-grv_ir_mean,Gravmap2016-grid-grv_cscba_mean,Opaque_Index_mean,Gravmap2016-grid-grv_cscba_std,MgOH_Group_Content_mean,IntrusionsBndys_UnconformableBndys,RockUnitBndyFaults_LAO_Geological boundary,RockUnitBndyFaults_CSP_Geological boundary,MetamorphicBoundaries_Faults,Magmap2019-grid-tmi_rtp_enhancement-Phase-AWAGS_MAG_2019_std,MetamorphicBoundaries_Unconformities,Magmap2019-grid-tmi_rtp_enhancement-PGrav-AWAGS_MAG_2019_mean,RockUnitBndyFaults_LAO_Unconformable boundary,Magmap2019-grid-tmi_rtp_enhancement-Phase-AWAGS_MAG_2019_mean,AlOH_Group_Content_mean,Gravmap2016-grid-grv_cscba_correlation,RockUnitBndyFaults_LAO_Faulted boundary,Magmap2019-grid-tmi_rtp_enhancement-Phase-AWAGS_MAG_2019_correlation,Opaque_Index_correlation,Magmap2019-grid-tmi_rtp_enhancement-PGrav-AWAGS_MAG_2019_dissimilarity,Magmap2019-grid-tmi_rtp_enhancement-Phase-AWAGS_MAG_2019_dissimilarity,MetamorphicFacies_Benambran_Subgreenschist facies,MetamorphicFacies_Benambran_Upper Greenschist,RockUnits_LAO_Serpentinite,MetamorphicFacies_Benambran_Greenschist facies,RockUnits_LAO_Ultramafic igneous rock,RockUnits_LAO_Sandstone,RockUnits_LAO_Granite,RockUnits_LAO_Siliciclastic sedimentary rock,RockUnits_LAO_Mudstone,RockUnits_LAO_Igneous rock,RockUnits_LAO_Conglomerate,RockUnits_LAO_Pyroclastic rock,RockUnits_LAO_Andesite,RockUnits_LAO_Phyllite,RockUnits_LAO_Shale,RockUnits_LAO_Tuff and lapilli tuff,RockUnits_LAO_Sedimentary rock,RockUnits_LAO_Rhyolite,RockUnits_LAO_Dacite,RockUnits_LAO_Granodiorite,RockUnits_LAO_Monzonite,RockUnits_LAO_Pyroxenite,RockUnits_LAO_Siltstone
0.14649671178286325,-1.9534134484294627,-1.4356093029198047,0.28299074453471956,-0.8445139550287545,-0.5917874988123474,-0.9488478857998178,-0.42279929102072006,-0.36090996830469396,-0.7583871496734945,-0.37702160124134565,-1.1712584899793164,-1.1430699308973864,-0.08180419219631285,0.5454866185614532,-0.0889007403735441,0.5034282472207718,-0.364842889040284,3.901774627366559,-0.3694381593827413,-0.6784059205528713,-2.9662132345034418,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8348691626749876,-1.668993788334448,-1.3298891431518252,0.2117603816481803,-0.797612260715682,-0.5917874988123474,-1.0953474004743247,-0.5156207314464167,0.07546793352645484,-0.910583404429532,-0.243960454706377,-1.2758419201255102,-1.1570121888216394,-0.38312827074465206,0.26896261398626387,-0.5327113328883842,0.8080538237653326,0.07367087138816285,3.2789175217419975,-0.37242556251415,-1.1334024442589967,-2.611014983244979,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.12693666704270762,-1.389907600193556,-1.2359633248440205,-0.054527306925277526,-1.1456306310133033,-0.06914810475107734,-1.2130151163541474,-0.17605022749354315,-0.6423674966812389,-1.0096780683091962,0.18643986744460003,-1.362364815471087,-1.164289465438125,-0.6324166300659699,0.17732626401903043,-1.0498775435931456,1.2775430799810867,-0.6170561237380984,3.82584897206697,-0.32282544645446004,-1.9307251196259996,-3.4783503104230804,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.13503017299810932,-1.2455179706726507,-1.2529595509886193,0.15641788806071188,-0.7751820131080107,-0.03681991102416655,-1.2889058021434634,1.0194007924354533,-0.5032386777495516,-0.8864093788696783,0.8752006585472895,-1.4136489647289996,-1.1645731398502404,-0.7812443133665449,0.22108876240097303,-0.8321695234601636,1.591830390207851,-0.20617992292917678,4.56937453589851,-0.3144714510301056,-2.3936325417948763,-3.92691722951794,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.17628980156898175,-1.233845728789224,-1.3658670179803516,0.3114701747887656,-0.1576900732844313,-0.04527118769969297,-1.2615206115665223,-0.1418801121987463,-0.6303260134021856,-1.0308314052994483,0.833265936176792,-1.401154574001787,-1.163617295106049,-0.7441770516742223,0.4685848399875724,-0.8255699159253266,1.8549827001768597,-0.774758143415065,4.407666243187044,-0.3102966378849905,-2.352639704306074,-3.6448246586079756,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.20550972706877707,-1.298279477050828,-1.5308104107198803,0.2781269141277151,-0.15221187870638372,-0.10017233688804572,-1.145965827236779,0.6314439025253527,-0.18374162700335891,-0.8699693762420233,0.6926699499599945,-1.3248365669032873,-1.1651985619776206,-0.5242908504523364,0.6292095766586062,-0.7596935933958897,1.8502001659155802,0.42449788334710314,3.8691879902737236,-0.2980362947296936,-2.0894225372727098,-2.927276513448264,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.24809691647655835,-1.2911144581559848,-1.6452922420947058,0.14602747786880607,-0.6660447931115654,-0.5917874988123474,-1.020666439873328,0.6537704538818464,-0.2959130733338988,-0.6688235705898969,0.2009877435061874,-1.2199771759433746,-1.1664362794137189,-0.2295224947241804,0.5875718586786451,-0.4059485510651592,1.6808166819113504,1.5022750633436623,3.399868134633258,-0.30457693681582737,-1.6126111117450574,-1.8783689258393834,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.3164201681532651,-1.2242903636218407,-1.7274809720849644,-0.28685186227162923,-1.0550058434681924,-0.5917874988123474,-0.8817587192578921,-0.4215235396064261,-0.04565063816305167,-0.4638818045982701,-0.12675430150466988,-1.104720589863263,-1.16997617701982,0.05618658090445072,1.0250759203450317,-0.41497805243084585,1.2814830954351308,1.42638819586665,2.037832426439404,-0.27023102168394175,-0.6925496481074873,-0.4309559176351586,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.3488083701018031,-1.049820903427482,-1.73786610992265,-0.2571221898969858,-1.1338089414252943,0.24252098690408005,-0.7274965497748151,-0.29661383628419485,0.5631778452095927,-0.5759541204522676,0.19890313931443795,-0.9847821641270892,-1.1814938343206167,0.37347709328349715,0.5889489959854902,-0.22867379688348277,0.7212297460599042,0.4244648625671149,0.8925818605106244,-0.3671719770172377,0.39939406394804483,0.5945101746445828,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.3188302403275945,-0.8421752021669768,-1.7336751798821532,-0.3277080038292134,-1.0463586719797386,0.16957595621630298,-0.565382533233464,-0.7358390871213694,0.6985719167859805,-0.7552607354676484,0.004222240838546917,-0.8624639678981555,-1.1945628692416688,0.7069174924727059,0.11771266830033716,-0.3656246505682513,0.9231247088994852,-0.49453567249374514,-0.38088602070045596,-0.28037301619943844,0.24189526728054025,0.6052376386087659,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.2845214674621709,-0.6907506083571046,-1.7721403641206552,-0.3844338142622831,-0.3793121692343359,0.14736110889777093,-0.398584623720827,-0.05136873733792908,-0.5255417196240347,-0.8600853186641526,-0.6966378643307872,-0.7387887286178431,-1.2036315383490437,1.0499918466734892,-0.309993127910338,-0.3740407528604162,0.7487915046969644,-0.30647684032126843,-0.4587146098265276,-0.28561001346388615,0.11004695956801736,0.04740951247131528,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.2391563722781452,-0.5922656815109644,-1.8470829811169347,-0.1588712241965966,0.53227177415383,-0.5917874988123474,-0.22887625855963445,0.013440801771383782,0.4020737880563607,-0.7760604191220764,-0.6537469374092523,-0.6142712044141666,-1.2049609183007501,1.3990525030705996,-0.19145082009689082,-0.6434923929047279,1.4848547124023528,0.1302053888770352,-0.09622610059026196,-0.3886427435536524,-0.721796000000083,-0.4110902436274135,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.18471692036218412,-0.5041877641332696,-1.9318327703280138,-0.1706701778677237,1.1167754595493335,-0.5917874988123474,-0.057257525529538306,-0.5510325657041557,1.162054516627323,-0.6011629618244732,-0.6708529541592209,-0.48919662961627264,-1.1973869048006374,1.7520424546538726,0.47396050021359115,-0.6634722846068999,1.7073993165958725,1.6605795667466972,0.06348777578907991,-0.5046078938122718,-0.7819667731561621,-0.5124051810669111,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.1502021289909299,-0.342533496128513,-1.969471956685051,1.2417963391676334,1.3194391059282968,-0.5917874988123474,0.11567705649632706,-0.5234729951514197,2.276608513096087,-0.40688753371560665,-0.062179838365801335,-0.36373514707064886,-1.1897643735491956,1.8082125091219452,0.7957021719266234,-0.9950939350928022,1.8191105820714415,3.1977716816934127,0.15530989449852975,-0.4382652112321712,-0.8629935513504029,-0.12264065703497418,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.1339302809249807,-0.058598750522777354,-1.9225639717323835,2.8249340269001526,1.1121484693957142,-0.5917874988123474,0.28955406858842836,-0.06126828853579051,3.0641488918885704,-0.38398239494102915,-0.3447950293057777,-0.23800585064774826,-1.1873895776200745,1.45044144731448,1.0248967595301604,-0.9964083289785923,1.83466713299491,3.2579897968571676,0.996056818214559,-0.07711207570834426,0.3895653719185663,-0.6443132564783276,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.1272956287752412,0.2932305484015734,-1.8270420522551316,3.7187244916680102,0.4725095631079976,-0.5917874988123474,0.4641280373566219,-0.6067356668095638,2.1050565323953063,-0.5903842890551955,0.5971421149426028,-0.1120765798860245,-1.1911449094853936,1.0939807807345974,0.16099998782892758,-0.9760351609853135,1.462379909458503,1.8580937157170054,0.46783108452278244,-0.23997776105144702,-0.2586488536353652,0.06091817079658,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.12601812687595687,0.6921631408995683,-1.6958962570414096,3.7047018695004463,-0.20277163278268281,-0.5917874988123474,0.6392313517033846,-0.4282218733980418,0.6546304985255813,-0.7966610709501247,0.6927221302902035,0.01401499493409035,-1.185610218046292,0.7335061590309806,-0.13333737328778855,-1.0391262760996838,0.6072053432284491,0.4023518210111028,0.1433630112836085,-0.0788821154635374,-0.30563479602019294,-0.19495171042316092,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.13829262511312163,1.061277463514014,-1.5690694836449153,2.8530290472774547,-0.40153642070503104,-0.5917874988123474,0.814745845588395,-0.6413106808411123,-0.651920198706714,-1.002137997782841,0.3398069894794493,0.1402334340338462,-1.166144883343567,0.37534732725189135,-0.5952066599467483,-1.0391262760996838,-1.6178344678990952,-0.6245992984290089,-1.6862429668312653,0.06542989351036672,-1.3532295318451484,0.6318576417791444,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.13368891507188063,1.2262820709928157,-1.5873543906948069,0.9778338181970225,0.14449819091054153,-0.5917874988123474,0.9905595660788973,-0.43100037166114735,0.6257680867773067,-0.9893928939858914,0.2840457841124702,0.2665528926237659,-1.1636520747407884,0.021396659919334156,-0.7620103932711257,-0.926745216745478,-2.1311223581383776,-0.5643744086097117,-0.8471279137314596,0.15471096006606191,-0.6947071658700558,0.2854002870840869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.149556189007996,1.0202455145098377,-1.8884271250766895,0.18724263336324806,1.1618053012821905,-0.5917874988123474,1.3429267173478652,-0.32693120200801246,2.6493110293126025,-0.828452659448614,0.19539923014106542,0.519422335825704,-1.207709828561739,-0.6457984041669957,-0.9697480419341784,-0.9569763794938799,-0.3267214660493372,-0.23117739290064532,-0.9302781217962773,-0.624960463139126,-1.109430024674901,0.130845343303838,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.19878873429324864,0.6944805393014194,-2.128209108763516,0.36264273970005373,0.03455535978284475,-0.5917874988123474,1.3855242309834963,-0.48136769354258635,2.297271727989961,-0.652816918972328,0.12151318707683968,0.5922355677383333,-1.2509974756878506,-0.886016704605316,-0.9009445145444505,-0.8978284626507562,-0.5770167241623321,-0.6198624781585523,-1.1727931645667835,-0.6085305608274866,0.7860691918394992,-0.09284214602335553,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.22515829076113064,0.3756780125863816,-2.3098618796991457,0.2998460298371885,-0.5417594201882477,-0.5637894440601243,1.3238316550993081,-0.12606885603922888,0.49626094543320887,-0.5587914976401593,-0.47967335584018717,0.4852221085793715,-1.2703452803205453,-1.2177876865478252,-1.094470562080799,-0.8249143102225648,0.4020928110221407,-0.6081644206891078,-1.2307373139561824,-0.6923914319577562,0.563125689707415,-0.40433591446478206,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.22587521300536229,0.12493416947162125,-2.422871431955364,0.33446323549606355,-0.2792303216603521,-0.5637894440601243,1.2720562323870857,-0.6532892087173178,-0.19783178526217401,-0.41045172569858374,-1.3830335819668644,0.3805758312778451,-1.277170099949668,-1.2906055086108554,-1.2365054267192181,-0.7240954176564669,1.2847668127434715,0.022599922499330145,-0.6432799889172206,-0.542259176986485,0.8836369395467658,-0.9955383729352425,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.18994368579582807,-0.07970887198389774,-2.5234277464150408,0.13742451857922391,-0.16286709937151472,-0.5637894440601243,1.2307542849252087,-0.7511675534200598,-0.3245985782212972,-0.23690963160569833,-1.1700608687370684,0.27869400765095037,-1.2682057375729359,-0.9348791525306497,-1.151482602964382,-0.6838996433720461,1.5463066174291646,-0.38287037202341234,-0.6370711189169459,-0.30556448538328324,0.45788676773323617,-0.1254218513960539,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.13920626973721983,-0.2017257934818574,-2.57360556508644,-0.046796274905121525,-0.16831962949455476,-0.5917874988123474,1.2003996811360396,0.06273590891328784,0.03809816487217764,-0.05061080624468048,-0.5593227163757293,0.18005348005902494,-1.2509570013303095,-0.608092847394594,-0.8985025176869607,-1.0128383116225284,1.8153882597902842,-0.6378555425855088,-0.41481464651108585,-0.06963995129688652,0.46100318227916953,-0.29507470742219044,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.429436091973223,-0.13967475978424013,-2.498227047892376,-0.2525809302531025,0.2043138695709737,-0.5917874988123474,1.1813589862576823,-0.6902975191519842,-0.56812409174915,0.04249165638040509,-0.9129188104956815,0.08522617704216534,-1.2386323342439747,-0.695467022904475,-0.7734880824212836,-1.0594994496309211,1.0845280219827085,-0.103039656994952,-0.5271259456272455,0.28809993348850355,-1.4225098244431837,-0.3463281463621715,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.11917222754308013,0.1526484957635448,-2.257195198990175,-0.2558772597604812,1.3670350043065638,-0.5917874988123474,1.139244061270081,-0.08605271591431034,0.7555330366799234,-0.1632136038892534,-1.1361084323799187,-0.005104219387144862,-1.2250218502266892,-0.8974913137887757,-0.626792605236554,-1.0594994496309211,0.2264843531524721,-0.499724820245334,-0.09155102048714349,-0.022225580314169824,-1.4098044420636138,-0.8834959715315674,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.13451567672817608,0.6092625124633557,-1.899930542940926,-0.005356788608351483,2.123223005754235,-0.5917874988123474,0.9934605004602348,-0.37062499592204623,-0.03698774432823364,-0.3684448617146909,-0.7713183529224078,-0.09013765767796597,-1.208484857813576,-1.1133720319632308,-0.3481759597948759,-0.9477755927575693,0.3440133581625893,-0.45215170983334146,-0.07541238298500194,-0.19019937543301252,-1.4251467905974349,-0.7670831218461878,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.13451567672817608,1.019855268161011,-1.5458883654687083,-0.07126818351855911,1.4011224556769661,-0.5917874988123474,0.8402548155818437,-0.44326169055609765,-0.4702082323960166,-0.5726407734848499,-0.6037881847612421,-0.19166039117611616,-1.1887851707894437,-1.1372010039496159,-0.4124594376185788,-0.9477755927575693,-0.2688739151317711,-0.1818296581549247,0.43780252059632047,-0.2518485936273532,-0.8303910607160335,-0.5449848864396095,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
