X,Y,label
148.66003864044325,-33.005500327878856,0
149.81125491258905,-35.98188547902523,0
148.8460463878949,-35.90511072797522,0
147.07988468407297,-35.36608706432398,0
149.54061949183512,-33.55313628219224,0
147.69649103730563,-34.38268040957579,0
149.19299877088986,-34.07226207406876,0
147.2489182109903,-35.28274064825291,0
149.08107027762298,-35.226945032985235,0
149.75441957761333,-32.22281028342864,0
149.69557102935792,-33.21724984166663,0
148.57064745619195,-33.63518159205157,0
149.68303439991524,-35.787314527804234,0
147.80571077064383,-33.13040108705944,0
148.50306020312053,-35.56863073852469,0
148.46071171153633,-33.529592911673404,0
147.64928607646297,-34.85592570484307,0
149.53854250228437,-33.57617696414686,0
149.2199839471425,-33.36147565446239,0
147.66236133654957,-33.351657611583384,0
149.77536774095677,-33.17854102977658,0
147.23858608906673,-32.12026354533453,0
149.91535531005513,-32.52436026315528,0
147.80582054842426,-33.37486144695673,0
147.36750661692247,-32.107761970067536,0
148.90013127291084,-33.52648091535348,0
147.629176567895,-34.723104929923096,0
147.25865424139351,-35.453502475156924,0
149.09874562488812,-34.30262080172826,0
147.96422874125602,-33.26620477085368,0
149.08116095651613,-32.828727570281515,0
148.35022936267384,-33.79590872524221,0
148.92396381880238,-34.90911340192269,0
148.10477952462637,-34.91223187281275,0
149.15238106574472,-33.30418979366834,0
149.71422743226077,-33.38577963016422,0
149.48048810611155,-34.611414249560404,0
147.20334113484927,-33.411528669408995,0
149.84936048548127,-34.4682752967825,0
147.1607488781238,-33.356634229962324,0
149.6167472489746,-33.516287092294256,0
148.74193514599534,-35.131403504534816,0
149.80715183922305,-32.25105678071242,0
148.01880693710345,-32.858414377049776,0
147.65840676467488,-32.58599042053494,0
147.10957476181233,-32.9887180615236,0
147.84166464336002,-33.48548396674958,0
149.63221868152155,-33.45695227722867,0
148.73719460328905,-32.45587434736635,0
148.93050069832833,-34.723167084494584,0
147.14947061634444,-35.91920289463031,0
148.14387227652236,-35.334207190287415,0
148.96131245584462,-32.84667667706798,0
148.64517756002226,-35.86361884556329,0
149.0237387638876,-35.72832233899606,0
147.10423455699808,-33.87937000490399,0
148.73843333219472,-35.32588408558535,0
147.86338766856323,-34.66863878456641,0
148.88635819042742,-33.00291919323458,0
147.91818991966525,-35.34208093668933,0
148.78200714896002,-33.3675758276945,0
149.91025812519578,-34.75351669678978,0
149.18111279812678,-34.76697623992042,0
149.28940481654703,-35.52811880057599,0
148.16863009686048,-32.35386908462663,0
149.95863751255447,-34.136997563650645,0
148.13669126798442,-33.24585516239511,0
147.12786052043418,-34.137100289422776,0
148.5818167097743,-32.318255633593466,0
148.12549171310417,-35.89819277566882,0
147.2759750533582,-32.81886640667343,0
148.72441818775602,-32.21501659566726,0
148.17511786706703,-35.598638577322724,0
149.9416986788966,-34.533718112332366,0
149.7741556883897,-34.96625258190959,0
148.37692762151775,-32.875993643488776,0
149.82586852635558,-32.25632765426979,0
147.4500674370077,-33.624486651686524,0
147.26063542454207,-32.05710915773963,0
148.6580827091223,-33.49676944554205,0
147.2475153297943,-32.59217108467139,0
147.70304761874672,-33.279714509498355,0
147.72064177540932,-32.737450580521234,0
149.45913839509328,-35.95188429901277,0
149.23995404581052,-35.457063057905046,0
147.39626182669906,-34.872142956228984,0
147.52053851713868,-34.61851796685109,0
149.43752008026792,-34.20814529188807,0
148.2616826633097,-32.09756934877955,0
149.037196481391,-35.12457846986398,0
147.3057864209,-34.890126663667736,0
149.77922825350234,-35.06619209082228,0
147.77141719684693,-32.82144501361574,0
147.08963251839293,-34.01007362706722,0
